Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1648214358.5295792,0.2839359641075135,0.04354027211666108,-0.0,-0.3405540972948075,-0.3405540972948075,-0.3405540972948075
1648214358.5496764,0.2839359641075135,0.04354027211666108,-0.0,-0.3405540972948075,-0.3405540972948075,-0.3405540972948075
1648214358.5497127,0.2795662701129914,0.04354027211666108,-0.0,-0.3230753213167191,-0.3230753213167191,-0.3230753213167191
1648214358.5696864,0.27519657611846926,0.04354027211666108,-0.0,-0.2706389665603638,-0.2706389665603638,-0.2706389665603638
1648214358.5900233,0.27519657611846926,0.04354027211666108,-0.0,-0.2443895816802979,-0.2443895816802979,-0.2443895816802979
1648214358.6098356,0.2708268821239472,0.04354027211666108,-0.0,-0.13951689898967745,-0.13951689898967745,-0.13951689898967745
1648214358.6298676,0.2708268821239472,0.04354027211666108,-0.0,-0.08704933673143388,-0.08704933673143388,-0.08704933673143388
1648214358.6298819,0.27519657611846926,0.04354027211666108,-0.0,-0.06083115935325623,-0.06083115935325623,-0.06083115935325623
1648214358.6498594,0.2708268821239472,0.04354027211666108,-0.0,-0.0,-0.0,-0.0
1648214358.669947,0.2708268821239472,0.04354027211666108,-0.0,-0.0,-0.0,-0.0
1648214358.6897647,0.2708268821239472,0.04354027211666108,-0.0,-0.0,-0.0,-0.0
1648214358.689781,0.2708268821239472,0.04354027211666108,-0.0,-0.0,-0.0,-0.0
1648214358.7100582,0.2708268821239472,0.04354027211666108,-0.0,-0.0,-0.0,-0.0
1648214358.7299328,0.27519657611846926,0.04354027211666108,-0.0,-0.0,-0.0,-0.0
1648214358.7302117,0.27519657611846926,0.04354027211666108,-0.0,-0.0,-0.0,-0.0
1648214358.7498295,0.27519657611846926,0.04354027211666108,-0.0,-0.0,-0.0,-0.0
